rank,name,score,max_beta_to_spy_126day,min_beta_to_spy_126day,max_cumulative_common_returns,min_cumulative_common_returns,max_cumulative_specific_returns,min_cumulative_specific_returns,max_exposure_basic_materials,min_exposure_basic_materials,max_exposure_communication_services,min_exposure_communication_services,max_exposure_consumer_cyclical,min_exposure_consumer_cyclical,max_exposure_consumer_defensive,min_exposure_consumer_defensive,max_exposure_energy,min_exposure_energy,max_exposure_financial_services,min_exposure_financial_services,max_exposure_health_care,min_exposure_health_care,max_exposure_industrials,min_exposure_industrials,max_exposure_momentum,min_exposure_momentum,max_exposure_real_estate,min_exposure_real_estate,max_exposure_short_term_reversal,min_exposure_short_term_reversal,max_exposure_size,min_exposure_size,max_exposure_technology,min_exposure_technology,max_exposure_utilities,min_exposure_utilities,max_exposure_value,min_exposure_value,max_exposure_volatility,min_exposure_volatility,max_leverage,min_leverage,max_max_drawdown,min_max_drawdown,max_max_position_concentration,min_max_position_concentration,max_net_dollar_exposure,min_net_dollar_exposure,max_sharpe_126day,min_sharpe_126day,max_total_returns,min_total_returns,max_traded_in_qtradable_stocks_us,min_traded_in_qtradable_stocks_us,max_turnover,min_turnover,max_volatility_126day,min_volatility_126day
1,Coral Ox,1.1137937526048616,0.12764706596077594,-0.09837792804918234,0.019321979186771587,-0.03632694620840249,0.1492891970912349,-0.028811707793801933,0.007173775898965303,0.0,0.03845394062523305,-0.029424756828590068,0.021637630944451952,-0.14241869044782715,0.026183598237212825,-0.03848616937084255,0.052836643314722945,-0.10353082464063006,0.023067999505665036,-0.0858415136661317,0.19155601103361114,0.1279813324164831,0.0016752226725785541,-0.1858954512037431,0.4093544425955659,-0.0920198870636581,0.025378548128207244,-0.007124271853328274,0.4012916339520769,-0.41252905817430613,0.03374425394778319,-0.3416340770788754,0.18126183028992374,0.07125326357301119,0.0,-0.048640867738500425,0.018339314696183703,-0.38973490951335427,0.4446308800797756,-0.03354478701297123,1.0333791871428273,0.9646359194301771,-0.0047964320308582845,-0.08837527495397167,0.01419920518177401,0.010090209406464316,0.008641644345781489,-0.014717263687506364,5.413655619572022,-2.397044174339701,0.1653353267548514,-0.056434141670470894,1.0000000000000007,0.9899149468626212,1.006182219573843,0.0,0.07168473004589183,0.05391027146521011
2,Puce Octopus,1.0617492131089197,0.33373778505769,0.0,0.10344482118744991,0.001382354527712737,0.049644642538346995,-0.06416377128516104,0.09330129032784953,-0.07017126119242303,0.004026993710918886,-0.02398633558270108,0.18732625589404425,0.0648287458023593,0.03684865602842795,-0.05045124446879704,0.14427553509314386,-0.12764175988627002,-0.001797914170633885,-0.07285254967737,0.11728366197652423,-0.07609809758991101,0.12025929074092914,-0.022388070979947494,-0.03765885097999945,-0.41452092211264446,0.016712496769152443,-0.0492992987347527,0.2837828529363661,-0.4382221626974174,-0.3274604483697203,-0.386502230156811,0.05778798053605082,-0.0656856482631575,0.019761475309002918,-0.008582214027819706,0.2776397711656314,-0.2574980669932488,0.40383401083019166,0.15403050978097704,1.0275465210271966,0.9676233933524754,0.0,-0.08309236910496204,0.018300285682578885,0.010097307162728924,0.01535118232228828,-0.024652847404581006,2.0031192065539036,-1.7908480381273462,0.09919173109537982,-0.003176470787379926,1.0000000000000007,0.9798188435184116,0.9965099923565153,0.0,0.08383495704824404,0.052955948421541325
3,Maroon Hippopotamus,1.0213619844878234,0.308832051158265,-0.004897944384173772,0.05196237812548765,-0.00700681889933874,0.11663596238189977,0.0029358203170550823,0.08856126788923925,-0.039638462130926394,0.014407716330180297,-0.04466331769650286,0.09585821311838294,-0.11714684135039191,0.004584298737974654,-0.07260314184445696,0.18233962209601867,-0.009279200631709748,-0.015350536719584737,-0.15664731465553136,0.0984730001734977,-0.09176330006282755,0.13369724807054897,-0.029386918227251486,0.19606247423215153,-0.3979626337706,0.014919763065621405,-0.03249147359153533,0.36538006762695546,-0.4071680720664597,-0.3400038387426517,-0.42022430097379915,0.09237329383697979,-0.0471286563309065,0.06217001982656822,-0.043849338036651406,0.3229487732193822,-0.1452155148420901,0.37983572030839813,0.03423868217784387,1.0168814762092506,0.9834123636144774,0.0,-0.06514188758714871,0.01925897842632616,0.014950393872497235,0.004192502317432401,-0.014576924724682108,3.369786542126701,-2.651329352505401,0.17011489295087223,-6.48202348491056e-05,1.0000000000000009,0.9851998592022877,1.0201964451385146,0.014890929331492365,0.08027522337618585,0.037535284922159455
4,Electric Blue Woodpecker,0.9267208059170928,0.0540227965141446,-0.08365017878232989,0.015317888819147418,-0.0013424495052105634,0.11676850655777149,-0.003724094169886616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12547936043348978,-0.08363643338737524,0.0,0.0,0.0,0.0,0.13517901997533893,-0.15632628259782652,0.030805280053470392,-0.04630767468570277,0.3948281765621266,-0.26945906205875586,0.3619612700624471,-0.2772659568026879,0.0,0.0,0.06734118438458271,-0.040859743391760045,0.17496854956350083,-0.14345650960499814,0.08134490676654497,-0.08562489397391014,1.0181690652188142,0.8946564053474952,0.0,-0.010766945689094164,0.04857991453653822,0.035373641661220964,0.11603645001487851,-0.08207018400869798,5.776412813115882,0.9632111524686119,0.12995264636841442,-0.0027714977925707984,1.0000000000000004,0.9909809689060872,0.999857814529717,0.0035914804170879655,0.020985961833366606,0.01674923843325734
5,Silver Dragonfly,0.9179953241046404,0.09055295057545103,-0.18891342398094438,0.04733753825818621,-0.01119654440561324,0.11799312634780512,-0.0030320292105160407,0.11339203747539456,-0.0837813692753546,0.05329345093842196,-0.0331008391897061,0.08818443247470042,-0.04338969845903183,0.08082046637772254,-0.057959208176766835,0.05193598313119282,-0.10422449866342262,0.035252332921198545,-0.08508767630656147,0.09883519526314077,-0.10668916263140835,0.08272843309187364,-0.08144525177663274,0.19047884666072318,-0.35489262521700105,0.006408930107366459,-0.036934142408480156,0.38478835548674106,-0.381396692226886,0.3324947650663058,-0.292630581583404,0.08498755234901906,-0.031003946030775865,0.030565151244906528,-0.08614406761977308,0.12161174044680838,-0.4107829582330805,0.3161511253701456,-0.42563378641249044,1.0269528701445516,0.8261835249492453,0.0,-0.03037450679052841,0.02506796526385248,0.02038862440682052,0.013548525394064764,-0.02086459820966437,3.6550458251906193,-0.9500320483666903,0.16731916382632428,-0.0023879524681459374,1.0000000000000009,0.979361241227473,1.0005942678817197,0.027647264134408808,0.05488110977533277,0.037070431809693785
6,Cream Robin,0.7377878616340308,0.22740763720328958,-0.19860181154314552,0.048554361297899806,-0.022762267317695595,0.20437806970685624,-0.0030393344920983667,0.003863279978300974,-0.10565012736787555,0.010666717784242217,-0.03848821538024999,-0.05611082690671202,-0.18060072635043878,0.012391293355127734,-0.03410396701303234,0.0471524273810367,-0.05932608468187825,0.007935017552411418,-0.06489505533218973,0.18086613543196173,0.05032793037197949,-0.01677390263813381,-0.12357303415559226,0.4191322953298594,0.12118159809132034,0.08699553870753805,-0.016437920442996287,0.4255210289176379,-0.5053034950740238,0.3233455697615772,-0.13122588475218666,0.18511623384447762,0.14208388684692871,0.0,-0.034522232885160965,-0.31800128336422584,-0.41416743120095817,0.05998701593362721,-0.27697924476870145,1.0693290388066083,1.027177865282789,-0.0007110721718697733,-0.07757488450382995,0.011232510794294864,0.009983670168949091,0.05343126439608798,-0.03641927225974855,4.506599491910585,-2.157131811252872,0.26057527273281034,-0.0010251482195664519,1.000000000000001,0.9862835775927655,1.048071639930982,0.013555750562442069,0.08849530752466486,0.05228049361171082
7,Viridian Hawk,0.7322078201706099,0.18626883096737096,0.0,0.047454903221543,-0.00035780824268505373,0.0502373640027729,-0.00871246077376131,0.11660678026126252,-0.10911654049918865,0.02261965469640944,-0.02599708224882341,0.17316329365832972,-0.08514335205692086,0.05997878524165403,-0.02821652274417785,0.18608511185464738,-0.09143698684399137,0.0408253086474524,-0.11787350473024455,0.18022319817599766,-0.036751538623528805,0.06847910642081728,-0.13182376201289162,0.1289223770939137,-0.40586311796956803,0.03605473218986712,-0.06125258440703449,0.32463149608465103,-0.38688583846235725,0.1377070992942672,-0.3668584184876766,0.11889365171912587,-0.10739735131647375,0.025117104095101747,-0.017917118241112223,0.4296248908120642,-0.2751995914614068,0.4260165814812189,-0.05613224301773853,1.1142774960950224,0.9034863059611954,0.0,-0.04759461120456916,0.006773781385653488,0.004993427387481257,0.09655967459440622,-0.03771312058626379,2.243305485399109,-1.1392129241091768,0.08431667643853591,-0.0024447049438562907,1.000000000000001,0.9952923859259155,1.1901491589937847,0.12132534362470838,0.06531996341420657,0.03509271503071828
8,Gold Raccoon,0.7225640587863593,0.2596918646117758,0.0,0.030474221971068305,-0.04039796206120905,0.05340854205656265,-0.07858395464608459,0.1063961269595838,-0.18954528085169675,0.07917412655125174,-0.05710284054621899,0.11635658517080233,-0.1826878890280013,0.036539436488270766,-0.06653082256421612,0.1842429090280126,-0.20087055023303862,0.10655836370633812,-0.1342878689464424,0.2069076294260247,-0.19696699312860433,0.06167873814999194,-0.10570969943617312,0.5427351182336642,-0.5296025887725307,0.10210960688473093,-0.07073678949805634,0.7296075239325054,-0.30543384023785103,0.4035777993392238,-0.4365306899191273,0.19042724690397694,-0.17919622694198736,0.03639806932164251,-0.053251159065673265,0.446282984167191,-0.44180970825661464,0.5167696394622191,-0.39725405834389865,1.108236777923483,0.0,0.0,-0.10327111660033467,0.04258667144598355,0.0,0.03906781860966608,-0.03572939956263497,3.38456604501012,-1.9625860468957812,0.08004478249444724,-0.10327111660033461,1.0000000000000004,0.9399929868281502,1.7823348793029783,0.0,0.09139176410071742,0.07175650835293737
9,Cream Mongoose,0.7207222559148447,0.08137561250095057,-0.10433517357820826,0.017345964381775048,-0.0005789534584743627,0.2655392644171608,-0.00011482446941157853,0.04481103026675155,-0.04213841581184725,0.021934871913250897,-0.04152984723679108,0.04718679215929195,-0.04207917210227451,0.04097812933586706,-0.012414889111400755,0.05245089982018504,-0.04701836792148589,0.041725439892452046,-0.03681694082773934,0.04872782969114887,-0.0491894397839761,0.030870498984686714,-0.04458163068578344,0.2774934020400028,-0.017759959022184107,-0.0062758371773091815,-0.04238498366120299,0.23232747563378356,-0.23893461471264701,0.15202736800458772,-0.1437377128898623,0.04083079485396884,-0.04519659921577034,0.011203129307806328,-0.021878566607626694,0.17660137186199473,-0.1717345202795363,0.14519783585861534,-0.18252291502330753,1.036572713288205,0.2012145694708297,0.0,-0.026449073947193997,0.01666238343905307,0.011210197845396078,0.012454129021591206,-0.007217711786998571,3.321992858458298,-0.3213238598588093,0.28168917898510926,0.00015233255350710628,1.0000000000000007,0.9901593799818944,0.20203812360691595,0.0,0.059932886584727604,0.042252467422040564
10,Plum Caribou,0.7182264402797816,0.16237197494274697,-0.168544300020502,0.03333619517820652,-0.019208408182323833,0.12798229744591683,-0.0655131743918923,0.129031667711021,-0.18851434144120421,0.045009848863946836,-0.03052739131570377,0.1708508512408665,-0.1662840954169214,0.055082544895289964,-0.061633764786907866,0.19682648539281156,-0.22109330476674047,0.07236395983159648,-0.1249278117421829,0.1962696877712729,-0.19789576729070404,0.13817058440252417,-0.14986616185496104,0.1513291880443527,-0.1831215660167639,0.05597514761730805,-0.049241644971826135,0.6245138444680222,-0.02115162189730263,0.10078063954412234,-0.12038484742110833,0.18825152822801172,-0.17807242700963707,0.026219832409654576,-0.029824893493723293,0.2966932972414404,-0.11574806038740405,0.17212638110337686,-0.09141553610724355,1.110098920458697,0.9386182770702333,0.0,-0.10824056830267505,0.024217621042198496,0.010263765031848077,0.025974296862901147,-0.02978467054512746,3.7711992101828944,-2.425823764617157,0.16262322533422102,-0.07354525009247748,1.0000000000000007,0.960272239496302,1.740834470999185,0.0,0.08973157923366769,0.05814556161790839
11,Cobalt Blue Elephant,0.6418710037978829,0.2924095298860017,-0.11079173121046301,0.05223697927619231,-0.005368028611197229,0.13795513515877733,-0.005734311012672966,0.18424557142093625,-0.008135547823344788,0.014300093398970978,-0.05529139458797218,0.1505518039061351,-0.18746071113192378,0.05579021812187025,-0.032346648297627574,0.11191250875531121,-0.20673734117921866,0.19079525661434726,-0.027263723352921106,-0.1403068399953607,-0.21529629395585909,0.18952179724687135,-0.03205347140436241,0.5809182443171155,0.22926469733656216,0.04367862984485378,-0.03378961494679454,0.5326826599051415,-0.4855972776944533,-0.25248846752545,-0.43244882758590797,0.04121962891334925,-0.18255248391147583,0.0664940604333737,-0.013402396578112015,0.5052986812078009,0.15650008496102852,-0.2514159984255183,-0.5218945643841731,1.0603558092954772,0.8869319592662586,0.0,-0.08710044047988835,0.02237255260876247,0.015003318797889433,0.028354529049273786,-0.038154747846804414,2.8577746250569285,-1.3005984921729095,0.16093538834270738,0.0010435010714666682,1.0000000000000007,0.9534660638831166,0.9603801458759593,0.0,0.08890483932461533,0.06373479478337485
